1742079605,54.588568,11.36605,3,,0,341,,,,
1742079614,54.588572,11.36605,3,,0,341,,,,
1742079626,54.588575,11.36605,3,,0,341,,,,
1742079635,54.588575,11.36605,3,,0,341,,,,
1742079645,54.588573,11.366047,3,,0,341,,,,
1742079656,54.588575,11.366043,3,,0.1,337.6,,,,
1742079665,54.588577,11.366043,3,,0,337.8,,,,
1742079674,54.588578,11.36605,3,,0,337.8,,,,
1742079686,54.588583,11.366057,3,,0,337.8,,,,
1742079695,54.588585,11.366058,3,,0,337.8,,,,
1742079706,54.588585,11.36606,3,,0,337.8,,,,
1742079715,54.588582,11.36606,3,,0,337.8,,,,
1742079725,54.58858,11.366058,3,,0,337.8,,,,
1742079734,54.588578,11.366057,3,,0,337.8,,,,
1742079746,54.588578,11.366055,3,,0,337.8,,,,
1742079755,54.588578,11.366057,3,,0,337.8,,,,
1742079766,54.588577,11.36606,3,,0,337.8,,,,
1742079775,54.588575,11.366063,3,,0,337.8,,,,
1742079785,54.588575,11.366065,3,,0,337.8,,,,
1742079794,54.588572,11.366068,3,,0,337.8,,,,
1742079806,54.588572,11.366068,3,,0,337.8,,,,
1742079815,54.588575,11.36607,3,,0,337.8,,,,
1742079826,54.588578,11.366072,3,,0,337.8,,,,
1742079835,54.588578,11.366072,3,,0,337.8,,,,
1742079845,54.58858,11.36607,3,,0,337.8,,,,
1742079855,54.588582,11.366068,3,,0,337.8,,,,
1742079865,54.588582,11.366068,3,,0,337.8,,,,
1742079875,54.588585,11.366067,3,,0,337.8,,,,
1742079883,54.588585,11.366067,3,,0,337.8,,5,533,-302683
1742079886,54.588583,11.366063,3,,0,337.8,,5,533,-302686
1742079895,54.588583,11.366062,3,,0,337.8,,5,533,-302695
1742079905,54.588583,11.366057,3,,0,337.8,,5,533,-302705
1742079915,54.588585,11.366053,3,,0,337.8,,5,533,-302715
1742079925,54.588585,11.366053,3,,0,337.8,,5,533,-302725
1742079935,54.588585,11.366057,3,,0,337.8,,5,533,-302735
1742079946,54.588582,11.366053,3,,0,337.8,,5,533,-302746
1742079955,54.588578,11.366052,3,,0,337.8,,5,533,-302755
1742079965,54.588575,11.366047,3,,0,337.8,,5,533,-302765
1742079975,54.588572,11.366043,3,,0,337.8,,5,533,-302775
1742079985,54.588573,11.366042,3,,0,337.8,,5,533,-302785
1742079995,54.588575,11.366043,3,,0,337.8,,5,533,-302795
1742080006,54.588575,11.366045,3,,0,337.8,,5,533,-302806
1742080016,54.588577,11.366047,3,,0,337.8,,5,533,-302816
1742080025,54.588578,11.36605,3,,0,337.8,,5,533,-302825
1742080035,54.588585,11.366053,3,,0,337.8,,5,533,-302835
1742080045,54.588587,11.366055,3,,0,337.8,,5,533,-302845
1742080055,54.58859,11.366057,3,,0,337.8,,5,533,-302855
1742080065,54.588592,11.366057,3,,0,337.8,,5,533,-302865
1742080076,54.588593,11.366057,3,,0,337.8,,5,533,-302876
1742080085,54.58859,11.366057,3,,0,337.8,,5,533,-302885
1742080095,54.58859,11.366055,3,,0,337.8,,5,533,-302895
1742080105,54.588588,11.366055,3,,0,337.8,,5,533,-302905
1742080116,54.588588,11.366055,3,,0,337.8,,5,533,-302916
1742080125,54.588588,11.366057,3,,0,337.8,,5,533,-302925
1742080136,54.588587,11.366057,3,,0,337.8,,5,533,-302936
1742080145,54.588587,11.366058,3,,0,337.8,,5,533,-302945
1742080155,54.588587,11.36606,3,,0,337.8,,5,533,-302955
1742080166,54.588587,11.366058,3,,0,337.8,,5,533,-302966
1742080176,54.588585,11.366058,3,,0,337.8,,5,533,-302976
